N,NDCG,PRECISION
1,1.0,1.0
2,1.0,0.5
3,1.0,0.3333333333333333
4,0.9238850086262383,0.5
5,0.9196188014827348,0.6
6,0.9196188014827348,0.5
7,0.9196188014827348,0.42857142857142855
8,0.9196188014827348,0.375
9,0.9196188014827348,0.3333333333333333
10,0.8915622619456607,0.4
11,0.869620342560459,0.45454545454545453
12,0.869620342560459,0.4166666666666667
13,0.8684736980027505,0.46153846153846156
14,0.8684736980027505,0.42857142857142855
15,0.8684736980027505,0.4
16,0.770280618189418,0.4375
17,0.770280618189418,0.4117647058823529
18,0.770280618189418,0.3888888888888889
19,0.770280618189418,0.3684210526315789
20,0.7588722084922078,0.4
21,0.7588722084922078,0.38095238095238093
22,0.7588722084922078,0.36363636363636365
23,0.7518233795715541,0.391304347826087
24,0.7518233795715541,0.375
25,0.7479540572309331,0.4
26,0.7479540572309331,0.38461538461538464
27,0.7479540572309331,0.37037037037037035
28,0.7450378383339505,0.39285714285714285
29,0.7449922956849369,0.41379310344827586
30,0.7321183581979215,0.43333333333333335
31,0.7223624629575764,0.45161290322580644
32,0.718606612859269,0.46875
33,0.718606612859269,0.45454545454545453
34,0.6999565360881009,0.47058823529411764
35,0.6999565360881009,0.45714285714285713
36,0.7008374818583167,0.4722222222222222
37,0.7008374818583167,0.4594594594594595
38,0.7018746553342465,0.47368421052631576
39,0.7018746553342465,0.46153846153846156
40,0.7021417946849289,0.475
41,0.7021417946849289,0.4634146341463415
42,0.7027285041594238,0.47619047619047616
43,0.7033691419776913,0.4883720930232558
44,0.7033691419776913,0.4772727272727273
45,0.7033691419776913,0.4666666666666667
46,0.7043080892124275,0.4782608695652174
47,0.7043080892124275,0.46808510638297873
48,0.7043080892124275,0.4583333333333333
49,0.7042626433766275,0.46938775510204084
50,0.7042626433766275,0.46
51,0.7042626433766275,0.45098039215686275
52,0.7051311936589453,0.46153846153846156
53,0.6988318937560783,0.4716981132075472
54,0.6994664914561098,0.48148148148148145
55,0.6900922882109805,0.4909090909090909
56,0.6900922882109805,0.48214285714285715
57,0.6911955400187523,0.49122807017543857
58,0.6906615888558342,0.5
59,0.6906615888558342,0.4915254237288136
60,0.6849675981630226,0.5
61,0.6854164858032668,0.5081967213114754
62,0.6868192122176153,0.5161290322580645
63,0.6882985303226957,0.5238095238095238
64,0.6882985303226957,0.515625
65,0.6882985303226957,0.5076923076923077
66,0.6890531003159708,0.5151515151515151
67,0.6855760126959948,0.5223880597014925
68,0.6855760126959948,0.5147058823529411
69,0.6855760126959948,0.5072463768115942
70,0.6860280045207072,0.5142857142857142
71,0.6868097883351876,0.5211267605633803
72,0.6877344174227507,0.5277777777777778
73,0.688826246032881,0.5342465753424658
74,0.686432220096164,0.5405405405405406
75,0.6849181464034921,0.5466666666666666
