N,NDCG,PRECISION
1,1.0,1.0
2,1.0,0.5
3,1.0,0.3333333333333333
4,0.9448479565595863,0.5
5,0.9448479565595863,0.4
6,0.9448479565595863,0.3333333333333333
7,0.9448479565595863,0.2857142857142857
8,0.9448479565595863,0.25
9,0.9448479565595863,0.2222222222222222
10,0.9168608140579456,0.3
11,0.9168608140579456,0.2727272727272727
12,0.9168608140579456,0.25
13,0.9168608140579456,0.23076923076923078
14,0.9168608140579456,0.21428571428571427
15,0.9168608140579456,0.2
16,0.7676370980121753,0.25
17,0.7676370980121753,0.23529411764705882
18,0.7676370980121753,0.2222222222222222
19,0.7676370980121753,0.21052631578947367
20,0.7562851966416227,0.25
21,0.7562851966416227,0.23809523809523808
22,0.7562851966416227,0.22727272727272727
23,0.7505519767651828,0.2608695652173913
24,0.7505519767651828,0.25
25,0.7505519767651828,0.24
26,0.7505519767651828,0.23076923076923078
27,0.7505519767651828,0.2222222222222222
28,0.7378174029918485,0.25
29,0.7367422286838919,0.27586206896551724
30,0.7125433827423213,0.3
31,0.7125433827423213,0.2903225806451613
32,0.7031595298513317,0.3125
33,0.7031595298513317,0.30303030303030304
34,0.6741688952090192,0.3235294117647059
35,0.6741688952090192,0.3142857142857143
36,0.6741688952090192,0.3055555555555556
37,0.6741688952090192,0.2972972972972973
38,0.6743789544849209,0.3157894736842105
39,0.6743789544849209,0.3076923076923077
40,0.671528132933312,0.325
41,0.671528132933312,0.3170731707317073
42,0.671528132933312,0.30952380952380953
43,0.6717779716367831,0.32558139534883723
44,0.6717779716367831,0.3181818181818182
45,0.6717779716367831,0.3111111111111111
46,0.6720420255463581,0.32608695652173914
47,0.6720420255463581,0.3191489361702128
48,0.6720420255463581,0.3125
49,0.6698196772793634,0.32653061224489793
50,0.6698196772793634,0.32
51,0.6698196772793634,0.3137254901960784
52,0.6698196772793634,0.3076923076923077
53,0.6601771706255117,0.32075471698113206
54,0.6606792346343545,0.3333333333333333
55,0.6493558733569046,0.34545454545454546
56,0.6493558733569046,0.3392857142857143
57,0.6493558733569046,0.3333333333333333
58,0.6497408246046995,0.3448275862068966
59,0.6497408246046995,0.3389830508474576
60,0.6428535103919617,0.35
61,0.6428535103919617,0.3442622950819672
62,0.6439205230508913,0.3548387096774194
63,0.6451632138943489,0.36507936507936506
64,0.6451632138943489,0.359375
65,0.6451632138943489,0.35384615384615387
66,0.6451632138943489,0.3484848484848485
67,0.6407802916603847,0.3582089552238806
68,0.6407802916603847,0.35294117647058826
69,0.6407802916603847,0.34782608695652173
70,0.6407802916603847,0.34285714285714286
71,0.6408124358190666,0.352112676056338
72,0.6412358905487594,0.3611111111111111
73,0.641671957663444,0.3698630136986301
74,0.641671957663444,0.36486486486486486
75,0.641671957663444,0.36
