N,NDCG,PRECISION
1,1.0,1.0
2,0.6131471927654585,0.5
3,0.46927872602275655,0.3333333333333333
4,0.39038004999210174,0.25
5,0.3391602052736162,0.2
6,0.3026024134988135,0.16666666666666666
7,0.27487633291429087,0.14285714285714285
8,0.2529427027676571,0.125
9,0.2350455494144854,0.1111111111111111
10,0.2200917662980802,0.1
11,0.20736122891466585,0.09090909090909091
12,0.1963579357992893,0.08333333333333333
13,0.18672776492534798,0.07692307692307693
14,0.1782102981946514,0.07142857142857142
15,0.17060921827860476,0.06666666666666667
16,0.16377337685678142,0.0625
17,0.15758427078022968,0.058823529411764705
18,0.187717312044193,0.1111111111111111
19,0.2153051006153658,0.15789473684210525
20,0.24068079273426768,0.2
21,0.23325136322173617,0.19047619047619047
22,0.22636296304232054,0.18181818181818182
23,0.2199542433241015,0.17391304347826086
24,0.21397312808822777,0.16666666666666666
25,0.23453743404966804,0.2
26,0.25383531379094926,0.23076923076923078
27,0.27198870698655775,0.25925925925925924
28,0.2655944153892803,0.25
29,0.2595532942194148,0.2413793103448276
30,0.2758669076167051,0.26666666666666666
31,0.29133722377691007,0.2903225806451613
32,0.28529582907382,0.28125
33,0.2996949588603542,0.30303030303030304
34,0.2938235659734062,0.29411764705882354
35,0.28822134462414606,0.2857142857142857
36,0.30143946713112835,0.3055555555555556
37,0.3140839223264936,0.32432432432432434
38,0.30853874335060083,0.3157894736842105
39,0.30322207322506617,0.3076923076923077
40,0.2981191100757442,0.3
41,0.2932163488043781,0.2926829268292683
42,0.28850143905562636,0.2857142857142857
43,0.2839630617198207,0.27906976744186046
44,0.2795908211807855,0.2727272727272727
45,0.27537515099170495,0.26666666666666666
46,0.2713072310465988,0.2608695652173913
47,0.2818581321662687,0.2765957446808511
48,0.2778563053206417,0.2708333333333333
49,0.2739863317390067,0.2653061224489796
50,0.2839097806057314,0.28
51,0.2935187958506673,0.29411764705882354
52,0.28965070110100555,0.28846153846153844
53,0.28590065610822596,0.2830188679245283
54,0.29498651865864867,0.2962962962962963
55,0.2912967864714706,0.2909090909090909
56,0.28771377732441294,0.2857142857142857
57,0.29633196358921404,0.2982456140350877
58,0.3047092477432326,0.3103448275862069
59,0.30113885665669193,0.3050847457627119
60,0.29766502949141377,0.3
61,0.2942836563846581,0.29508196721311475
62,0.2909908652111008,0.2903225806451613
63,0.2877830042811897,0.2857142857142857
64,0.2846566265501281,0.28125
65,0.2816084751842482,0.27692307692307694
66,0.2891926981922636,0.2878787878787879
67,0.2965926562954986,0.29850746268656714
68,0.2935471794743492,0.29411764705882354
69,0.30070338773613964,0.30434782608695654
70,0.30769296595347073,0.3142857142857143
71,0.31452201807134667,0.323943661971831
72,0.3114595967123161,0.3194444444444444
73,0.30846563904647273,0.3150684931506849
74,0.3150295615863737,0.32432432432432434
75,0.3120764464308707,0.32
76,0.3091868237874395,0.3157894736842105
77,0.3155060165349874,0.3246753246753247
78,0.3216927220148746,0.3333333333333333
79,0.3188193882363858,0.3291139240506329
80,0.3248328796684512,0.3375
81,0.3307248181068515,0.345679012345679
82,0.32787145155939873,0.34146341463414637
83,0.33360530846753617,0.3493975903614458
84,0.3307908839099971,0.34523809523809523
85,0.3363747846044115,0.35294117647058826
86,0.3335984351200317,0.3488372093023256
87,0.3308744548507074,0.3448275862068966
88,0.33628037904334673,0.3522727272727273
89,0.3335919524319273,0.34831460674157305
90,0.3309526005239169,0.34444444444444444
91,0.32836091537477585,0.34065934065934067
92,0.3258155440423821,0.33695652173913043
