N,NDCG,PRECISION
1,1.0,1.0
2,1.0,0.5
3,1.0,0.3333333333333333
4,0.7074887171046739,0.5
5,0.7074887171046739,0.4
6,0.7076286422500169,0.5
7,0.692766053281185,0.5714285714285714
8,0.692766053281185,0.5
9,0.692766053281185,0.4444444444444444
10,0.692766053281185,0.4
11,0.692766053281185,0.36363636363636365
12,0.6898319467446893,0.4166666666666667
13,0.6898319467446893,0.38461538461538464
14,0.6898319467446893,0.35714285714285715
15,0.6898319467446893,0.3333333333333333
16,0.6898085295731262,0.375
17,0.646475583942175,0.4117647058823529
18,0.646475583942175,0.3888888888888889
19,0.6467886692413554,0.42105263157894735
20,0.6475147001765649,0.45
21,0.6350351744442159,0.47619047619047616
22,0.6371445443836719,0.5
23,0.6371445443836719,0.4782608695652174
24,0.6371445443836719,0.4583333333333333
25,0.6382508372694716,0.48
26,0.6382508372694716,0.46153846153846156
27,0.6392012612413218,0.48148148148148145
28,0.6392012612413218,0.4642857142857143
29,0.6334747521243062,0.4827586206896552
30,0.6334747521243062,0.4666666666666667
31,0.6334747521243062,0.45161290322580644
32,0.6346365546007025,0.46875
33,0.6346365546007025,0.45454545454545453
34,0.6346365546007025,0.4411764705882353
35,0.6366520218231229,0.45714285714285713
36,0.6366520218231229,0.4444444444444444
37,0.6379436883395808,0.4594594594594595
38,0.6356835824306755,0.47368421052631576
39,0.6356835824306755,0.46153846153846156
40,0.6378736609287906,0.475
41,0.6378736609287906,0.4634146341463415
42,0.6378736609287906,0.4523809523809524
43,0.6378736609287906,0.4418604651162791
44,0.6378736609287906,0.4318181818181818
45,0.6394281865723477,0.4444444444444444
46,0.6394281865723477,0.43478260869565216
47,0.6403170938870493,0.44680851063829785
48,0.641285505159339,0.4583333333333333
49,0.6411571463457698,0.46938775510204084
50,0.6429810514039558,0.48
51,0.6429810514039558,0.47058823529411764
52,0.6443180354076641,0.4807692307692308
53,0.6452303304703161,0.49056603773584906
54,0.6417707788845444,0.5
55,0.6417707788845444,0.4909090909090909
56,0.6417707788845444,0.48214285714285715
57,0.6435475011676097,0.49122807017543857
58,0.6435475011676097,0.4827586206896552
59,0.6435475011676097,0.4745762711864407
60,0.6435475011676097,0.4666666666666667
61,0.6435475011676097,0.45901639344262296
62,0.6435475011676097,0.45161290322580644
63,0.6448788686269687,0.4603174603174603
64,0.6448788686269687,0.453125
65,0.6448788686269687,0.4461538461538462
66,0.6448788686269687,0.4393939393939394
67,0.6450005936787825,0.44776119402985076
68,0.6450005936787825,0.4411764705882353
69,0.6450005936787825,0.43478260869565216
70,0.6450005936787825,0.42857142857142855
71,0.6450005936787825,0.4225352112676056
72,0.6462722903985954,0.4305555555555556
73,0.6462722903985954,0.4246575342465753
74,0.6471484281424456,0.43243243243243246
75,0.6478955897414551,0.44
